INSERT INTO RAILWAY.TRIP VALUES ('Segunda-feira', 'IC', '06:00', '06:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '11:20', '11:40', '19', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '13:20', '13:40', '19', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '15:20', '15:40', '19', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '17:20', '17:40', '19', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '19:20', '19:40', '19', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '21:20', '21:40', '19', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '23:20', '23:40', '19', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '01:20', '01:40', '19', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '11:40', '12:00', '3', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '13:40', '14:00', '3', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '15:40', '16:00', '3', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '17:40', '18:00', '3', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '19:40', '20:00', '3', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '21:40', '22:00', '3', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '23:40', '00:00', '3', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '01:40', '02:00', '3', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '11:40', '12:00', '15', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '13:40', '14:00', '15', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '15:40', '16:00', '15', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '17:40', '18:00', '15', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '19:40', '20:00', '15', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '21:40', '22:00', '15', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '23:40', '00:00', '15', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '01:40', '02:00', '15', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '12:00', '12:20', '4', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '14:00', '14:20', '4', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '16:00', '16:20', '4', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '18:00', '18:20', '4', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '20:00', '20:20', '4', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '22:00', '22:20', '4', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '00:00', '00:20', '4', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '02:00', '02:20', '4', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '12:00', '12:20', '14', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '14:00', '14:20', '14', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '16:00', '16:20', '14', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '18:00', '18:20', '14', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '20:00', '20:20', '14', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '22:00', '22:20', '14', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '00:00', '00:20', '14', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '02:00', '02:20', '14', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '12:20', '12:40', '5', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '14:20', '14:40', '5', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '16:20', '16:40', '5', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '18:20', '18:40', '5', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '20:20', '20:40', '5', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '22:20', '22:40', '5', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '00:20', '00:40', '5', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '02:20', '02:40', '5', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '12:20', '12:40', '13', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '14:20', '14:40', '13', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '16:20', '16:40', '13', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '18:20', '18:40', '13', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '20:20', '20:40', '13', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '22:20', '22:40', '13', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '00:20', '00:40', '13', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '02:20', '02:40', '13', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '12:40', '13:00', '1', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '14:40', '15:00', '1', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '16:40', '17:00', '1', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '18:40', '19:00', '1', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '20:40', '21:00', '1', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '22:40', '23:00', '1', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '00:40', '01:00', '1', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '02:40', '03:00', '1', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '12:40', '13:00', '12', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '14:40', '15:00', '12', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '16:40', '17:00', '12', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '18:40', '19:00', '12', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '20:40', '21:00', '12', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '22:40', '23:00', '12', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '00:40', '01:00', '12', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '02:40', '03:00', '12', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '13:00', '13:20', '6', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '15:00', '15:20', '6', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '17:00', '17:20', '6', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '19:00', '19:20', '6', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '21:00', '21:20', '6', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '23:00', '23:20', '6', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '01:00', '01:20', '6', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '03:00', '03:20', '6', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '13:00', '13:20', '18', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '15:00', '15:20', '18', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '17:00', '17:20', '18', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '19:00', '19:20', '18', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '21:00', '21:20', '18', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '23:00', '23:20', '18', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '01:00', '01:20', '18', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '03:00', '03:20', '18', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '13:20', '13:40', '7', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '15:20', '15:40', '7', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '17:20', '17:40', '7', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '19:20', '19:40', '7', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '21:20', '21:40', '7', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '23:20', '23:40', '7', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '01:20', '01:40', '7', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '03:20', '03:40', '7', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '13:20', '13:40', '33', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '15:20', '15:40', '33', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '17:20', '17:40', '33', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '19:20', '19:40', '33', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '21:20', '21:40', '33', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '23:20', '23:40', '33', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '01:20', '01:40', '33', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '03:20', '03:40', '33', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '13:40', '14:00', '23', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '15:40', '16:00', '23', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '17:40', '18:00', '23', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '19:40', '20:00', '23', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '21:40', '22:00', '23', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '23:40', '00:00', '23', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '01:40', '02:00', '23', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '03:40', '04:00', '23', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '13:40', '14:00', '9', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '15:40', '16:00', '9', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '17:40', '18:00', '9', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '19:40', '20:00', '9', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '21:40', '22:00', '9', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '23:40', '00:00', '9', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '01:40', '02:00', '9', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '03:40', '04:00', '9', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '14:00', '14:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '16:00', '16:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '18:00', '18:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '20:00', '20:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '22:00', '22:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '00:00', '00:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '02:00', '02:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '04:00', '04:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '14:00', '14:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '16:00', '16:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '18:00', '18:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '20:00', '20:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '22:00', '22:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '00:00', '00:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '02:00', '02:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '04:00', '04:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '14:20', '14:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '16:20', '16:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '18:20', '18:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '20:20', '20:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '22:20', '22:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '00:20', '00:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '02:20', '02:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '04:20', '04:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '14:20', '14:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '16:20', '16:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '18:20', '18:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '20:20', '20:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '22:20', '22:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '00:20', '00:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '02:20', '02:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '04:20', '04:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '14:40', '15:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '16:40', '17:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '18:40', '19:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '20:40', '21:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '22:40', '23:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '00:40', '01:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '02:40', '03:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '04:40', '05:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '14:40', '15:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '16:40', '17:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '18:40', '19:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '20:40', '21:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '22:40', '23:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '00:40', '01:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '02:40', '03:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '04:40', '05:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '15:00', '15:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '17:00', '17:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '19:00', '19:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '21:00', '21:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '23:00', '23:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '01:00', '01:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '03:00', '03:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '05:00', '05:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '15:00', '15:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '17:00', '17:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '19:00', '19:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '21:00', '21:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '23:00', '23:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '01:00', '01:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '03:00', '03:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Quinta-feira', 'IC', '05:00', '05:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '06:00', '06:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '08:00', '08:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '10:00', '10:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '12:00', '12:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '14:00', '14:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '16:00', '16:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '18:00', '18:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '20:00', '20:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '06:00', '06:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '08:00', '08:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '10:00', '10:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '12:00', '12:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '14:00', '14:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '16:00', '16:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '18:00', '18:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '20:00', '20:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '06:20', '06:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '08:20', '08:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '10:20', '10:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '12:20', '12:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '14:20', '14:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '16:20', '16:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '18:20', '18:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '20:20', '20:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '06:20', '06:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '08:20', '08:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '10:20', '10:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '12:20', '12:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '14:20', '14:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '16:20', '16:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '18:20', '18:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '20:20', '20:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '06:40', '07:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '08:40', '09:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '10:40', '11:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '12:40', '13:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '14:40', '15:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '16:40', '17:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '18:40', '19:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '20:40', '21:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '06:40', '07:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '08:40', '09:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '10:40', '11:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '12:40', '13:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '14:40', '15:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '16:40', '17:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '18:40', '19:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '20:40', '21:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '07:00', '07:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '09:00', '09:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '11:00', '11:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '13:00', '13:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '15:00', '15:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '17:00', '17:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '19:00', '19:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '21:00', '21:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '07:00', '07:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '09:00', '09:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '11:00', '11:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '13:00', '13:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '15:00', '15:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '17:00', '17:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '19:00', '19:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '21:00', '21:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '07:20', '07:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '09:20', '09:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '11:20', '11:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '13:20', '13:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '15:20', '15:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '17:20', '17:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '19:20', '19:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '21:20', '21:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '07:20', '07:40', '24', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Sexta-feira', 'IC', '09:20', '09:40', '24', '23');
